property_id,location,property_type,bedrooms,bathrooms,sqft,year_built,property_age,price,price_per_sqft,estimated_monthly_rent,days_on_market,estimated_roi,city,state,zip_code,neighborhood,latitude,longitude,has_pool,has_garage,lot_size,neighborhood_score,date_listed
114,Riverside,Single Family Home,6,2.5,2443.0,1993,32,611814,250.4355300859599,3665,11,0.051884592376114314,San Antonio,TX,21046,Riverside,29.460743866752765,-98.44426630626414,True,True,1.67,3.82470587287111,2025-03-06 06:42:21.896536
115,Southbay,Condominium,1,2.5,1420.0,1996,29,188384,132.66478873239436,1653,34,0.08529556650246305,San Antonio,TX,38769,Southbay,29.449342776261556,-98.5345518304713,False,True,1.0,3.8902133274359882,2025-02-11 06:42:21.896536
116,Lakefront,Townhouse,4,2.5,1982.0,1989,36,641648,323.7376387487387,3679,248,0.04880407949529961,Philadelphia,PA,63302,Lakefront,39.93146855955306,-75.20428903682343,False,True,0.95,6.226271875348047,2024-07-12 06:42:21.896536
117,Riverside,Condominium,4,1.5,1794.0,2000,25,352461,196.4665551839465,2760,72,0.07396784325074263,San Diego,CA,33150,Riverside,32.73075116477917,-117.13458091354443,False,True,1.46,4.452757933516217,2025-01-04 06:42:21.896536
118,Suburban Heights,Townhouse,2,2.0,1174.0,1991,34,324717,276.59028960817716,2694,84,0.07955746080433115,Houston,TX,78247,Suburban Heights,29.80296748308807,-95.3759827653588,False,True,0.14,6.996444901218101,2024-12-23 06:42:21.896536
119,Lakefront,Luxury Home,5,2.0,2378.0,1956,69,1171636,492.69806560134566,7472,45,0.05652888781157288,San Diego,CA,14853,Lakefront,32.755837564958846,-117.12331088409587,False,False,0.24,7.777685023477064,2025-01-31 06:42:21.896536
120,Northend,Townhouse,2,4.0,1401.0,1999,26,381399,272.23340471092075,3000,1,0.07438934029716911,Houston,TX,99399,Northend,29.74211957167654,-95.33290993744595,False,True,1.23,4.596648817710793,2025-03-16 06:42:21.896536
121,Riverside,Condominium,4,2.0,1890.0,1997,28,374981,198.4026455026455,2885,10,0.07232467778367438,San Diego,CA,31792,Riverside,32.70326722518817,-117.18141307254398,False,True,1.33,4.876511687651367,2025-03-07 06:42:21.896536
122,Lakefront,Condominium,2,2.0,1173.0,1955,70,290951,248.04006820119352,2531,116,0.08438871150124935,Dallas,TX,69129,Lakefront,32.79160746587944,-96.81416187721149,False,True,0.67,7.295644609648871,2024-11-21 06:42:21.896536
123,Westside,Single Family Home,3,2.0,1297.0,1958,67,405431,312.59136468774096,3358,20,0.07939052514484586,Chicago,IL,84478,Westside,41.891120874832914,-87.61881681945013,False,True,1.17,5.919069247900252,2025-02-25 06:42:21.896536
124,Downtown,Single Family Home,4,2.5,1751.0,2006,19,819311,467.9103369503141,4541,4,0.046509542774355525,Chicago,IL,77298,Downtown,41.88444389273485,-87.64175802957672,True,True,1.6,6.790211146792901,2025-03-13 06:42:21.896536
125,Suburban Heights,Single Family Home,3,2.5,1550.0,1980,45,472405,304.7774193548387,3453,54,0.0677128734877912,Los Angeles,CA,41987,Suburban Heights,34.057049972165146,-118.23405145250146,True,True,1.19,6.808762269331047,2025-01-22 06:42:21.896536
126,Eastwood,Multi-Family,3,1.5,1498.0,1970,55,384952,256.977303070761,3069,16,0.07566907042956005,San Jose,CA,25850,Eastwood,37.342768688849546,-121.89185805472489,False,False,1.29,5.437632882966753,2025-03-01 06:42:21.896536
127,Riverside,Townhouse,3,2.0,1557.0,1989,36,316003,202.956326268465,2386,14,0.07060673474618911,Chicago,IL,22112,Riverside,41.82956670570463,-87.62109382922989,False,True,1.18,5.733785714639284,2025-03-03 06:42:21.896536
128,Lakefront,Single Family Home,4,3.0,1983.0,1994,31,702166,354.09278870398384,4005,279,0.04844535337797615,Chicago,IL,34058,Lakefront,41.844944438514275,-87.61554240310528,False,False,0.42,7.579523547469269,2024-06-11 06:42:21.896536
129,Downtown,Single Family Home,2,2.0,1203.0,1998,27,448148,372.525353283458,3856,87,0.08325160438069566,Phoenix,AZ,55420,Downtown,33.47433443279228,-112.07395546908693,False,False,1.13,7.827004138810514,2024-12-20 06:42:21.896536
130,Northend,Townhouse,3,2.0,1869.0,1969,56,371533,198.78705189941144,2728,23,0.06811061197794005,Phoenix,AZ,48890,Northend,33.45263636649797,-112.0288521440334,False,False,0.41,5.191460504385995,2025-02-22 06:42:21.896536
131,Eastwood,Single Family Home,5,2.5,2439.0,1966,59,419829,172.13161131611315,3503,176,0.08012648006688437,Los Angeles,CA,76017,Eastwood,34.086916736137255,-118.20227634840485,True,True,1.66,3.842796624649505,2024-09-22 06:42:21.896536
132,Suburban Heights,Single Family Home,4,3.0,1973.0,1977,48,484200,245.41307653319816,3696,47,0.07159851301115241,San Jose,CA,57304,Suburban Heights,37.36957662883196,-121.92540816581533,True,False,0.85,5.157961198732464,2025-01-29 06:42:21.896536
133,Downtown,Multi-Family,3,1.0,1550.0,1990,35,638574,411.9832258064516,4030,60,0.05573123866615303,Philadelphia,PA,42921,Downtown,39.917499185597016,-75.1625376202731,True,True,1.06,7.886594937102984,2025-01-16 06:42:21.896536
134,Westside,Single Family Home,4,3.0,1926.0,2015,10,703317,365.1697819314642,4407,1,0.05519226749815517,Phoenix,AZ,11524,Westside,33.4230069658798,-112.07633045249588,False,True,0.91,7.069446830358716,2025-03-16 06:42:21.896536
135,Lakefront,Single Family Home,4,3.0,1432.0,1974,51,565406,394.83659217877096,3058,5,0.04490203499785994,Philadelphia,PA,25048,Lakefront,39.942036532381834,-75.16025857615695,False,False,0.31,7.65290730490996,2025-03-12 06:42:21.896536
136,Westside,Condominium,4,2.0,1904.0,2007,18,517169,271.6223739495798,3108,45,0.05211569138908171,New York,NY,45111,Westside,40.737487571613585,-73.98445090929008,True,True,0.6,7.3275300066075975,2025-01-31 06:42:21.896536
137,Northend,Multi-Family,3,4.0,1861.0,1990,35,671699,360.9344438473939,3739,103,0.046797776980462974,Phoenix,AZ,47904,Northend,33.45052341324853,-112.04176065811829,False,True,1.48,6.259859127276747,2024-12-04 06:42:21.896536
138,Central District,Condominium,2,3.0,1078.0,1955,70,206040,191.1317254174397,1769,43,0.08302853814793244,Dallas,TX,64912,Central District,32.7697862091538,-96.75732857101599,False,True,1.29,5.9994825445161855,2025-02-02 06:42:21.896536
139,Westside,Single Family Home,3,3.0,1799.0,2024,1,694239,385.9027237354086,4474,6,0.057333598371742296,San Jose,CA,44008,Westside,37.29532802700552,-121.84083399699668,False,True,0.58,5.988128021934503,2025-03-11 06:42:21.896536
140,Mountain View,Single Family Home,3,2.5,1594.0,1987,38,462903,290.40338770388956,3642,5,0.07441286835470931,Los Angeles,CA,10060,Mountain View,34.06766930814313,-118.25569254910629,False,True,1.5,6.776615230424421,2025-03-12 06:42:21.896536
141,Mountain View,Single Family Home,3,1.5,1617.0,1955,70,342336,211.71057513914656,2708,83,0.07492428491306787,New York,NY,84666,Mountain View,40.68251541265729,-74.00808167705564,False,True,1.29,6.4229190247495955,2024-12-24 06:42:21.896536
142,Suburban Heights,Condominium,1,1.5,900.0,1994,31,235650,261.8333333333333,1811,6,0.07222151495862508,San Jose,CA,93559,Suburban Heights,37.30765583231853,-121.9196668392257,False,False,0.76,5.522490264907165,2025-03-11 06:42:21.896536
143,Eastwood,Townhouse,3,2.0,1850.0,2024,1,397723,214.9854054054054,3319,33,0.08014004721879298,Dallas,TX,65337,Eastwood,32.7884351757413,-96.79469152754181,False,False,0.2,5.463810644573885,2025-02-12 06:42:21.896536
144,Westside,Single Family Home,3,2.0,1645.0,1963,62,385350,234.25531914893617,2995,1,0.07326586220319191,San Jose,CA,23350,Westside,37.35520960346109,-121.8433394122578,False,False,1.37,7.295796209548504,2025-03-16 06:42:21.896536
145,Suburban Heights,Multi-Family,3,2.0,1800.0,2015,10,708821,393.7894444444444,4055,3,0.04864920762787785,Dallas,TX,34354,Suburban Heights,32.7799260213339,-96.78890679467372,False,True,0.9,5.257031336888232,2025-03-14 06:42:21.896536
146,Downtown,Single Family Home,4,3.0,2216.0,1989,36,693008,312.7292418772563,4101,50,0.05101216724770854,Dallas,TX,55186,Downtown,32.735662633915496,-96.77523642140913,False,True,1.47,6.55231668464684,2025-01-26 06:42:21.896536
147,Southbay,Single Family Home,3,3.0,1477.0,1952,73,249305,168.79146919431278,1831,52,0.0681330097671527,Philadelphia,PA,38145,Southbay,39.94259052068041,-75.11752747613374,False,False,1.28,4.376661524665353,2025-01-24 06:42:21.896536
148,Northend,Single Family Home,2,2.5,1203.0,1973,52,315066,261.9002493765586,2644,18,0.08070270990840014,San Diego,CA,44020,Northend,32.748017401559565,-117.15885189594839,False,False,1.13,5.708261257713071,2025-02-27 06:42:21.896536
149,Downtown,Single Family Home,4,3.0,2090.0,1968,57,656965,314.3373205741627,3557,10,0.04497149772057872,New York,NY,96123,Downtown,40.675122265417215,-73.97005842067195,False,True,1.21,8.371631248222291,2025-03-07 06:42:21.896536
150,Suburban Heights,Condominium,1,3.0,1027.0,1967,58,247861,241.34469328140213,2040,75,0.07876503362771875,San Jose,CA,85186,Suburban Heights,37.368178109542406,-121.9178414870463,False,True,0.42,5.46801057432074,2025-01-01 06:42:21.896536
151,Lakefront,Condominium,4,2.0,1853.0,2013,12,551090,297.4042093901781,3096,11,0.047415485673846375,Houston,TX,95469,Lakefront,29.73992782892203,-95.34045927418522,False,True,0.67,6.168775895789974,2025-03-06 06:42:21.896536
152,Suburban Heights,Single Family Home,4,1.5,2107.0,1984,41,579133,274.8614143331751,3288,35,0.04812942795523654,New York,NY,30581,Suburban Heights,40.681322844654744,-73.96422475108287,False,True,0.63,5.5184306675439725,2025-02-10 06:42:21.896536
153,Downtown,Condominium,3,2.0,1538.0,2011,14,521289,338.93953185955786,3212,155,0.05393979155516422,San Diego,CA,98929,Downtown,32.70815274251964,-117.20239610374124,False,True,0.18,6.537855281022927,2024-10-13 06:42:21.896536
154,Eastwood,Single Family Home,4,2.5,1757.0,1950,75,317097,180.47638019351166,2786,7,0.08543146103558216,New York,NY,33051,Eastwood,40.744374864350426,-74.01864903169616,False,False,1.04,3.571785502377865,2025-03-10 06:42:21.896536
155,Mountain View,Townhouse,3,2.0,1434.0,1974,51,393737,274.57252440725244,3324,127,0.08130620185555333,Chicago,IL,61474,Mountain View,41.88074991941538,-87.66856956555888,False,True,1.09,7.079715611841519,2024-11-10 06:42:21.896536
156,Suburban Heights,Multi-Family,3,2.5,2086.0,1994,31,726847,348.4405560882071,4121,9,0.04803632676477993,Houston,TX,79626,Suburban Heights,29.710658401484498,-95.35600147942067,False,True,1.3,5.704033165003756,2025-03-08 06:42:21.896536
157,Southbay,Single Family Home,1,1.0,865.0,1998,27,184822,213.66705202312139,1382,37,0.06972957764768263,San Diego,CA,16960,Southbay,32.71721751703337,-117.15174614308769,False,True,0.26,3.8216180020193615,2025-02-08 06:42:21.896536
158,Central District,Condominium,3,2.5,1378.0,1965,60,255475,185.3955007256894,2193,21,0.08300812212545258,Philadelphia,PA,45772,Central District,39.98197438503805,-75.1505394086577,False,True,0.88,4.036743309076209,2025-02-24 06:42:21.896536
159,Suburban Heights,Single Family Home,5,3.0,1947.0,1968,57,495972,254.73651771956855,3923,150,0.074916648520481,San Jose,CA,31520,Suburban Heights,37.305677344282735,-121.90022274808895,False,True,0.2,5.541043560343693,2024-10-18 06:42:21.896536
160,Central District,Single Family Home,3,2.5,1526.0,1972,53,317482,208.04849279161206,2355,14,0.06901292041753548,San Antonio,TX,59481,Central District,29.464689110478776,-98.46660552997483,False,True,0.28,5.609451967482862,2025-03-03 06:42:21.896536
161,Westside,Single Family Home,3,4.0,1761.0,1974,51,513873,291.80749574105624,3306,22,0.057201954568541255,San Diego,CA,46408,Westside,32.72136370579367,-117.18553550021907,False,True,0.22,6.730981919333439,2025-02-23 06:42:21.896536
162,Southbay,Townhouse,3,3.0,1889.0,1965,60,257697,136.41979883536263,2191,182,0.08202679891500482,Los Angeles,CA,67134,Southbay,34.03240605018348,-118.22050419324144,False,False,1.13,4.50756120217283,2024-09-16 06:42:21.896536
163,Southbay,Condominium,3,3.5,1920.0,2003,22,304573,158.63177083333332,2672,34,0.0852752542083507,San Jose,CA,30491,Southbay,37.37331742608528,-121.86915753304694,False,True,0.26,3.89442748158757,2025-02-11 06:42:21.896536
164,Northend,Single Family Home,2,3.5,1449.0,2022,3,452209,312.08350586611454,3914,31,0.08386347905503871,San Diego,CA,11341,Northend,32.746652997576845,-117.13443438647997,False,True,0.99,5.11945844350266,2025-02-14 06:42:21.896536
165,Downtown,Townhouse,3,3.0,1610.0,1950,75,442854,275.0645962732919,3792,13,0.08275169694752672,Chicago,IL,54623,Downtown,41.843070396795696,-87.63740551870868,True,True,0.49,7.465620186656741,2025-03-04 06:42:21.896536
166,Riverside,Condominium,4,2.5,2017.0,1991,34,389753,193.23401090728805,2839,54,0.06740920531721371,San Antonio,TX,10338,Riverside,29.389398380082856,-98.5200764415198,False,False,1.48,4.396142136811502,2025-01-22 06:42:21.896536
167,Westside,Townhouse,2,1.0,851.0,1968,57,286725,336.92714453584017,2112,0,0.06839131572063824,Chicago,IL,81431,Westside,41.91502596246511,-87.63251080343669,False,True,1.11,7.1779421933481355,2025-03-17 06:42:21.896536
168,Suburban Heights,Condominium,2,2.0,1696.0,1983,42,325310,191.81014150943398,2638,2,0.07731025790784175,San Antonio,TX,22254,Suburban Heights,29.427635810184267,-98.52575540347722,False,False,1.28,5.595347431185692,2025-03-15 06:42:21.896536
169,Downtown,Condominium,1,2.5,1180.0,2004,21,383181,324.72966101694914,3084,41,0.07658098914090208,Los Angeles,CA,61860,Downtown,34.03342717860488,-118.27067538315721,True,True,1.04,7.8195272809061676,2025-02-04 06:42:21.896536
170,Northend,Single Family Home,3,2.0,1773.0,1967,58,407644,229.91765369430345,3233,18,0.07517127689847024,San Jose,CA,21344,Northend,37.308818616451845,-121.87250392066841,False,False,1.41,4.773964444619056,2025-02-27 06:42:21.896536
171,Southbay,Single Family Home,4,2.0,1686.0,1983,42,328615,194.90806642941874,2574,137,0.07399449203475192,Philadelphia,PA,11750,Southbay,39.92828838476457,-75.15199845139796,True,False,1.45,4.37373298746982,2024-10-31 06:42:21.896536
172,Downtown,Luxury Home,2,4.0,1756.0,1994,31,1208457,688.1873576309795,7150,105,0.05099963010682217,Chicago,IL,64756,Downtown,41.833945461410856,-87.6656225606473,False,True,0.97,8.326599423200067,2024-12-02 06:42:21.896536
173,Northend,Single Family Home,2,3.0,1308.0,1955,70,327151,250.11544342507645,2653,56,0.07731286164492848,Chicago,IL,77957,Northend,41.85555402540002,-87.62009530831044,False,True,0.34,5.717166309279817,2025-01-20 06:42:21.896536
174,Suburban Heights,Luxury Home,3,3.0,1510.0,1970,55,857018,567.5615894039735,4630,76,0.04482944348893489,Dallas,TX,68053,Suburban Heights,32.794284124508735,-96.80272830332204,False,True,0.52,6.119710760068955,2024-12-31 06:42:21.896536
175,Southbay,Condominium,4,2.0,1893.0,2019,6,340818,180.04120443740095,2596,49,0.07140362304807844,San Antonio,TX,80855,Southbay,29.418679091457722,-98.47114831486014,False,False,0.49,4.922236536043281,2025-01-27 06:42:21.896536
176,Suburban Heights,Single Family Home,3,1.0,1488.0,1997,28,414060,278.26612903225805,3324,6,0.07633386465729604,Phoenix,AZ,25896,Suburban Heights,33.399982109176555,-112.08989099755257,False,True,0.96,6.2547931106316925,2025-03-11 06:42:21.896536
177,Southbay,Single Family Home,3,1.0,1285.0,1988,37,245469,191.02645914396888,2051,65,0.08026520660449996,San Jose,CA,65761,Southbay,37.370070705711925,-121.87597805897867,False,True,0.83,3.5191008665461654,2025-01-11 06:42:21.896536
178,Westside,Single Family Home,4,2.0,1722.0,1980,45,572878,332.68176538908244,3213,10,0.04730228774712941,San Antonio,TX,72552,Westside,29.407822713275543,-98.45304752076703,True,False,1.47,6.084782047695481,2025-03-07 06:42:21.896536
179,Lakefront,Multi-Family,3,1.0,1306.0,1959,66,512114,392.1240428790199,3101,17,0.05266350851568206,Dallas,TX,87454,Lakefront,32.80396227274494,-96.82051045527632,False,False,1.44,7.410613285071855,2025-02-28 06:42:21.896536
180,Downtown,Single Family Home,4,1.0,1608.0,1979,46,547126,340.25248756218906,3423,76,0.05507594228751695,New York,NY,37935,Downtown,40.72732898375257,-73.99642492718111,False,True,0.77,7.970873187784372,2024-12-31 06:42:21.896536
181,Westside,Single Family Home,4,3.5,1973.0,1967,58,521648,264.3933096806893,3095,34,0.05119743581878968,San Antonio,TX,47641,Westside,29.414218791403897,-98.50690439207952,False,True,0.93,6.10699246357803,2025-02-11 06:42:21.896536
182,Downtown,Single Family Home,3,2.5,1373.0,2009,16,645055,469.81427530954113,3504,88,0.045185139251691715,Philadelphia,PA,39711,Downtown,39.936956047477565,-75.15348442166044,False,True,1.46,7.190687955852661,2024-12-19 06:42:21.896536
183,Lakefront,Single Family Home,3,2.0,1462.0,2022,3,639658,437.5225718194254,3799,10,0.0512693345506505,San Jose,CA,80342,Lakefront,37.33244099364807,-121.85311368867487,False,True,0.52,7.982113017478174,2025-03-07 06:42:21.896536
184,Lakefront,Single Family Home,2,1.5,1459.0,1964,61,358056,245.41192597669638,2747,42,0.07206381124740265,Dallas,TX,22182,Lakefront,32.7936602616134,-96.84000683942905,True,True,1.08,6.203905099160555,2025-02-03 06:42:21.896536
185,Suburban Heights,Single Family Home,3,2.0,1764.0,1953,72,399809,226.64909297052154,3473,3,0.08423977449232008,New York,NY,97833,Suburban Heights,40.726816822382816,-74.02888525634998,False,True,0.45,5.809290056880199,2025-03-14 06:42:21.896536
186,Southbay,Townhouse,6,1.0,2191.0,2012,13,400640,182.85714285714286,2964,46,0.0687779552715655,Houston,TX,66276,Southbay,29.769681199165344,-95.35178680688965,False,True,1.43,3.124895062395015,2025-01-30 06:42:21.896536
187,Riverside,Single Family Home,3,3.5,1941.0,1989,36,415437,214.032457496136,3424,64,0.07890308277789412,Dallas,TX,29541,Riverside,32.7497829189154,-96.80131413551196,False,False,0.49,5.392156723996482,2025-01-12 06:42:21.896536
188,Northend,Single Family Home,2,2.0,907.0,1958,67,265792,293.045203969129,1936,39,0.06740669395617625,Houston,TX,92310,Northend,29.729432486281908,-95.41456611242134,False,True,1.19,4.684691677890864,2025-02-06 06:42:21.896536
189,Northend,Single Family Home,4,2.0,2385.0,1958,67,418024,175.2721174004193,3308,13,0.07496105486766311,San Jose,CA,54813,Northend,37.326047642348584,-121.9000055728154,False,True,1.01,5.848014712925423,2025-03-04 06:42:21.896536
190,Suburban Heights,Single Family Home,3,2.0,1860.0,1975,50,475654,255.7279569892473,3846,1,0.07702851232198193,Chicago,IL,47198,Suburban Heights,41.92764804907043,-87.63516476488024,False,True,0.4,5.112966848006964,2025-03-16 06:42:21.896536
191,Downtown,Luxury Home,2,1.0,1089.0,1953,72,681903,626.1735537190083,3926,5,0.04908900532773723,Dallas,TX,18820,Downtown,32.76005695494722,-96.78895249932833,False,True,0.4,7.845710075619382,2025-03-12 06:42:21.896536
192,Lakefront,Condominium,3,2.5,1726.0,1965,60,412669,239.08980301274624,3271,43,0.07511739432814192,Los Angeles,CA,34070,Lakefront,34.011076739410775,-118.19753342640452,False,True,0.82,7.686073893855406,2025-02-02 06:42:21.896536
193,Lakefront,Single Family Home,3,2.5,1370.0,1964,61,415281,303.12481751824816,3098,122,0.06952010807140224,Houston,TX,79768,Lakefront,29.773896004559106,-95.34431621800591,True,True,1.45,6.797643053848114,2024-11-15 06:42:21.896536
194,Southbay,Condominium,4,2.5,1962.0,2001,24,298572,152.17737003058105,2295,10,0.07223905791567863,Philadelphia,PA,21122,Southbay,39.91964779381739,-75.17425221469948,True,False,1.32,4.044252986864354,2025-03-07 06:42:21.896536
195,Westside,Single Family Home,1,1.5,914.0,2018,7,343945,376.3074398249453,2818,59,0.07831804503627032,Los Angeles,CA,90559,Westside,34.04446891133962,-118.2115193556099,False,True,0.63,6.303083476010565,2025-01-17 06:42:21.896536
196,Westside,Single Family Home,3,2.5,1484.0,1954,71,398381,268.45080862533695,3060,90,0.07217307050286033,San Diego,CA,83543,Westside,32.66582366797594,-117.18101468916468,False,True,0.61,6.100977517265278,2024-12-17 06:42:21.896536
197,Central District,Luxury Home,3,2.5,1557.0,1969,56,726543,466.6300578034682,4707,33,0.057743505890222604,San Diego,CA,93441,Central District,32.76382363743443,-117.16361134564939,False,False,0.89,5.606526801254256,2025-02-12 06:42:21.896536
198,Lakefront,Townhouse,3,3.0,1587.0,1967,58,476164,300.04032766225583,3907,49,0.0784618744802211,New York,NY,51786,Lakefront,40.7010526280244,-74.04401709979824,False,True,1.16,6.544005147461979,2025-01-27 06:42:21.896536
199,Lakefront,Luxury Home,3,2.0,1374.0,1951,74,821466,597.8646288209607,4868,75,0.051111890206046263,Chicago,IL,16737,Lakefront,41.9255164628628,-87.67779736440743,False,False,1.21,7.445886848778894,2025-01-01 06:42:21.896536
200,Central District,Single Family Home,3,2.0,1429.0,1962,63,336829,235.70958712386283,2446,13,0.06714214037389891,San Jose,CA,46062,Central District,37.361918022500724,-121.85944001952116,False,True,0.59,4.412394158510405,2025-03-04 06:42:21.896536
201,Southbay,Condominium,3,2.5,1362.0,1953,72,197927,145.3208516886931,1583,15,0.0759747785799815,Dallas,TX,64237,Southbay,32.75106567160638,-96.7798441556387,False,False,1.12,3.499707592156659,2025-03-02 06:42:21.896536
202,Downtown,Single Family Home,5,2.5,2421.0,1991,34,798359,329.7641470466749,5043,0,0.055800485746387275,Phoenix,AZ,61571,Downtown,33.40769291443794,-112.0982952733568,False,True,1.27,7.172922325154424,2025-03-17 06:42:21.896536
203,Suburban Heights,Single Family Home,3,2.0,1414.0,2023,2,511067,361.43352192362096,2922,148,0.0486093995503525,Philadelphia,PA,35510,Suburban Heights,39.981390198829224,-75.12873138079665,False,False,1.44,6.1783127547875765,2024-10-20 06:42:21.896536
204,Lakefront,Townhouse,2,2.0,1056.0,2010,15,442826,419.342803030303,3759,112,0.08186393752851007,Houston,TX,29426,Lakefront,29.77124864126598,-95.36911615681795,False,False,1.25,6.908844638319082,2024-11-25 06:42:21.896536
205,Southbay,Single Family Home,3,2.0,1768.0,1957,68,241242,136.44909502262445,1834,65,0.07122789564006267,San Jose,CA,47265,Southbay,37.3041304020619,-121.9299890966921,False,True,1.22,4.490289619655641,2025-01-11 06:42:21.896536
206,Downtown,Townhouse,4,3.0,2073.0,2016,9,707341,341.2161119150989,4518,3,0.05664761409277845,Los Angeles,CA,27850,Downtown,34.013964902847356,-118.2709642699904,False,True,1.25,6.927134600672384,2025-03-14 06:42:21.896536
207,Downtown,Townhouse,4,2.0,2060.0,2012,13,719037,349.04708737864075,3956,26,0.04602163727318622,San Diego,CA,76150,Downtown,32.69986745018969,-117.1730090474489,False,False,0.58,6.521344575697668,2025-02-19 06:42:21.896536
208,Southbay,Single Family Home,2,3.5,1633.0,1958,67,265162,162.37721984078382,2276,4,0.08300118418174551,Philadelphia,PA,97312,Southbay,39.9372321768589,-75.19129446678028,True,True,1.15,4.55311494357044,2025-03-13 06:42:21.896536
209,Downtown,Condominium,6,2.0,2887.0,1960,65,558098,193.31416695531695,3348,0,0.051987357059154485,Phoenix,AZ,99613,Downtown,33.44937242467517,-112.0414713891767,False,True,0.97,8.143298667760146,2025-03-17 06:42:21.896536
210,Suburban Heights,Condominium,3,3.5,1719.0,1991,34,444343,258.4892379290285,3410,43,0.0720910197752637,Dallas,TX,84910,Suburban Heights,32.754670353847146,-96.75276129808978,False,True,0.52,5.118960326216779,2025-02-02 06:42:21.896536
211,Northend,Single Family Home,2,3.0,1109.0,1962,63,320901,289.36068530207393,2446,145,0.07146746192751036,New York,NY,62375,Northend,40.75013366617239,-74.03982357886478,False,False,0.59,5.721815044316793,2024-10-23 06:42:21.896536
212,Southbay,Townhouse,2,2.0,1354.0,1985,40,226942,167.60856720827178,1790,104,0.07464973429334368,Phoenix,AZ,45435,Southbay,33.47702759567571,-112.06654126176822,True,True,1.14,3.756413567746156,2024-12-03 06:42:21.896536
213,Southbay,Condominium,2,3.0,1267.0,1962,63,166507,131.41831097079717,1465,53,0.08558114673857556,Philadelphia,PA,67132,Southbay,39.95925753621714,-75.17609572369417,False,True,0.31,4.587791310389034,2025-01-23 06:42:21.896536
214,Suburban Heights,Single Family Home,4,1.5,1659.0,1961,64,389762,234.93791440626885,2943,4,0.07060914096294663,Phoenix,AZ,88945,Suburban Heights,33.4485152999182,-112.08428212225708,False,True,0.85,6.7488291083929575,2025-03-13 06:42:21.896536
215,Central District,Condominium,2,3.5,1469.0,1986,39,303096,206.32811436351258,2232,14,0.06836804180853591,Philadelphia,PA,92050,Central District,39.95657326187599,-75.15240499472273,False,False,0.72,5.702007533594498,2025-03-03 06:42:21.896536
216,Suburban Heights,Luxury Home,2,2.5,1523.0,2023,2,1058266,694.8562048588312,6457,17,0.05321788661829824,Philadelphia,PA,12983,Suburban Heights,39.9700303806409,-75.16195188074406,False,False,0.18,6.554408494701704,2025-02-28 06:42:21.896536
217,Westside,Single Family Home,4,1.0,1633.0,2022,3,681996,417.63380281690144,4082,64,0.051824468178699,San Antonio,TX,30662,Westside,29.446242206732872,-98.52947219507244,False,False,0.46,6.038104457484326,2025-01-12 06:42:21.896536
218,Central District,Townhouse,3,2.5,1904.0,2001,24,414947,217.9343487394958,3335,72,0.0764460521464187,Houston,TX,33510,Central District,29.731598249090226,-95.33792649959257,True,True,1.27,5.623779287136633,2025-01-04 06:42:21.896536
219,Southbay,Single Family Home,1,4.0,1003.0,2020,5,267119,266.32003988035893,2208,21,0.07919174600084607,San Diego,CA,88187,Southbay,32.69795279778464,-117.2088106175024,False,False,0.99,4.066956951812585,2025-02-24 06:42:21.896536
220,Riverside,Townhouse,2,1.0,1152.0,1951,74,171863,149.18663194444446,1310,24,0.07146820432553837,San Antonio,TX,50998,Riverside,29.389479114966804,-98.52123855655037,False,True,0.48,3.8555132296641816,2025-02-21 06:42:21.896536
221,Southbay,Townhouse,2,2.5,1427.0,2005,20,282640,198.06587245970567,2446,2,0.0838494197565808,Dallas,TX,66846,Southbay,32.82243228878946,-96.7896958571069,False,True,1.18,3.913877699796498,2025-03-15 06:42:21.896536
222,Northend,Single Family Home,2,2.5,1273.0,2009,16,381379,299.59073055773763,3011,15,0.07474040259164767,San Antonio,TX,16640,Northend,29.467373074047625,-98.48608366495034,False,True,1.06,6.384315834059986,2025-03-02 06:42:21.896536
223,Downtown,Single Family Home,4,3.0,1645.0,1972,53,590353,358.8772036474164,3279,27,0.046651647404180215,Chicago,IL,54547,Downtown,41.87603544401379,-87.6484272308806,False,True,0.79,8.275718699471106,2025-02-18 06:42:21.896536
224,Westside,Townhouse,2,2.0,1485.0,1989,36,390912,263.24040404040403,3278,5,0.08062622789783891,Chicago,IL,64620,Westside,41.88873709444334,-87.66588019753824,False,False,1.03,5.704528561994232,2025-03-12 06:42:21.896536
225,Suburban Heights,Single Family Home,2,1.5,1126.0,2013,12,365033,324.18561278863234,3003,27,0.07871984176773059,San Diego,CA,25317,Suburban Heights,32.75552616272927,-117.12816675948588,False,True,1.29,6.4882533714287405,2025-02-18 06:42:21.896536
226,Suburban Heights,Townhouse,4,1.0,1948.0,1972,53,395658,203.1098562628337,3048,86,0.0724434739092853,Phoenix,AZ,17564,Suburban Heights,33.430153144787674,-112.02872024723987,False,True,0.86,6.6115857319164695,2024-12-21 06:42:21.896536
227,Mountain View,Single Family Home,4,2.5,1698.0,1978,47,511367,301.15842167255596,3142,39,0.053731781675391645,Houston,TX,37345,Mountain View,29.792920076741556,-95.3531693114165,False,False,0.52,5.79277637647353,2025-02-06 06:42:21.896536
